Title,Grammage,Selling Price,MRP,Discount %,Deal Tags,Quantity Bought,Rating,Reviews,Link,Ad/Not Ad,Date,Search Term,Pincode,Category
Patanjali Traditional Whole Wheat Chakki Atta with Bran 5 kg,5 kg,286,315,9.21,No Deal,200+ bought in past month,4.3,557,https://www.amazon.in/Patanjali-Traditional-Whole-Wheat-Chakki/dp/B07BDNQZ7G/ref=sr_1_20_f3_0o_fs?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-20,Not Ad,19-05-2025,atta,560064,atta
"GirOrganic Stoneground 5 kg Sharbati Wheat Atta/Flour | Nutrient-Rich Flour for Sourdough, Rotis, and More | Organic, High Protein & Fiber, Sugar Control, Easy Digestion | 100% Whole Emmer Wheat",5 kg,790,1250,36.8,No Deal,100+ bought in past month,4.2,53,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzcyNDM2NTE4NDA2MTA6MTc0NzYzODc2MjpzcF9tdGY6MzAwNTAyNTQwMjg1NzMyOjowOjo&url=%2FGirOrganic-Stoneground-Nutrient-Rich-Sourdough-Digestion%2Fdp%2FB0D2QRWRR8%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747638762%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Ad,19-05-2025,atta,560064,atta
"GirOrganic Stoneground 1 kg Khapli Wheat Atta/Flour | Nutrient-Rich Flour for Sourdough, Rotis, and More | Organic, High Protein & Fiber, Sugar Control, Easy Digestion | 100% Whole Emmer Wheat",1 kg,290,300,3.33,No Deal,50+ bought in past month,4.4,43,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzcyNDM2NTE4NDA2MTA6MTc0NzYzODc2MjpzcF9tdGY6MzAwNTAyNTI3MzI1OTMyOjowOjo&url=%2FGirOrganic-Stoneground-Nutrient-Rich-Sourdough-Digestion%2Fdp%2FB0CZ3QK1LB%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747638762%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Ad,19-05-2025,atta,560064,atta
Pure & Sure Organic Soya Flour 500gm | 100% Natural Soyabean Atta | Rich in Protein & Helps in Muscle Strength for Daily Consumption | No Preservative & Adulteration,500g,115,No Price,0.0,No Deal,500+ bought in past month,4.2,225,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzcyNDM2NTE4NDA2MTA6MTc0NzYzODc2MjpzcF9tdGY6MzAwMjY1MjAyMDI1NTMyOjowOjo&url=%2FPure-Sure-Organic-Sour-Flour%2Fdp%2FB07CYG9FDQ%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747638762%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Ad,19-05-2025,atta,560064,atta
"Aashirvaad Atta with Millets, 1kg pack | Nutrient-Rich & High Fibre Atta | 25% Millets",1kg,78,83,6.02,No Deal,500+ bought in past month,4.4,93,https://www.amazon.in/Aashirvaad-Atta-with-Millets-1kg/dp/B0CJ9ND7P2/ref=sr_1_25_f3_0o_fs?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-25,Not Ad,19-05-2025,atta,560064,atta
"Organic Tattva, Organic Whole Wheat Flour (Chakki Atta), 1kg",1kg,77,80,3.75,No Deal,800+ bought in past month,4.2,"4,613",https://www.amazon.in/Organic-Tattva-Whole-Wheat-Chakki/dp/B00M57TZP2/ref=sr_1_26_f3_0o_fs?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-26,Not Ad,19-05-2025,atta,560064,atta
Pansari 100% Natural Multi-Grain Wheat Atta | 10 Grain Blend | Freshly Milled | No Preservatives | High Fiber & Nutrient-Rich Flour | Gut Health & Digestion Support | 5Kg,10 g,393,550,28.55,No Deal,300+ bought in past month,3.7,11,https://www.amazon.in/Pansari-Multi-Grain-Preservatives-Nutrient-Rich-Digestion/dp/B0DVGVWGG9/ref=sr_1_27_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-27,Not Ad,19-05-2025,atta,560064,atta
"Patanjali Chakki Atta, Whole Wheat with Bran, Genhu ka Atta, Organic Flour - 5kg",5kg,No Price,No Price,0.0,No Deal,1K+ bought in past month,4.3,159,https://www.amazon.in/Patanjali-Chakki-Whole-Wheat-Organic/dp/B0CPT66HG3/ref=sr_1_28?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-28,Not Ad,19-05-2025,atta,560064,atta
Jiwa Cold Pressed Organic Khapli Wheat Flour / Atta| Emmer Wheat Chakki Ground Flour | High In Fiber | Premium Whole Wheat Flour | Easy to Digest |Low Gluten Ancient Grain | Certified Organic Atta | 100% Natural | 1 kg,1 kg,215,299,28.09,No Deal,800+ bought in past month,4.2,667,https://www.amazon.in/healthy-nature-Organic-khapli-wheat/dp/B0B1VKXTN8/ref=sr_1_29?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-29,Not Ad,19-05-2025,atta,560064,atta
"Rosier khapli atta, Khapli Wheat Flour | 5KG (Pack of 1) | High Protein & Fiber | Easy Digestion | Stoneground Emmer Wheat Chakki Atta | Low Gluten Ancient Grain | Organic Atta | 100% Natural | (Khapli Wheat Atta)",5kg,1126,1199,6.09,Limited time deal,300+ bought in past month,4.5,36,https://www.amazon.in/Protein-Digestion-Stoneground-Ancient-Organic/dp/B0F2YX8K29/ref=sr_1_30?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-30,Not Ad,19-05-2025,atta,560064,atta
Pansari 100% Natural MP Sharbati Wheat Atta | Whole Wheat Flour | Freshly Milled | No Mixture | High Fiber | No Preservatives | Stone-Ground for Authentic Taste | 5Kg Pack,5kg,354,360,1.67,No Deal,500+ bought in past month,4.1,163,https://www.amazon.in/Pansari-Natural-Sharbati-Mixture-Preservative/dp/B0BRQG83XS/ref=sr_1_31?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-31,Not Ad,19-05-2025,atta,560064,atta
"Floryo 7 Grains Atta with Chana Sattu 5kg Pack|Multigrain Flour Blend with Wheat,Oats,Ragi,Jowar,Bajra & Barley|High Fiber & Protein|Zero Cholesterol|Freshly Milled After Order|45-Day Shelf Life",7 g,534,599,10.85,No Deal,100+ bought in past month,4.5,55,https://www.amazon.in/Floryo-Multigrain-Freshly-Protein-Preservatives/dp/B0BNB92VGR/ref=sr_1_32?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-32,Not Ad,19-05-2025,atta,560064,atta
"24 Mantra Organic – Whole Wheat Atta Premium, 1Kg",1kg,85,90,5.56,No Deal,900+ bought in past month,4.2,"4,220",https://www.amazon.in/24-Mantra-Organic-Wholewheat-Premium/dp/B00L926I5Y/ref=sr_1_33_f3_0o_fs?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-33,Not Ad,19-05-2025,atta,560064,atta
Floryo 100% Whole Wheat Atta - (Superior MP Sharbati) | 5 KG Pack | Freshly Milled After Order | Stone Ground | High Fiber | Fine Texture | 0% Maida | No Preservatives | 45-Days Shelf Life,5 kg,350,419,16.47,No Deal,800+ bought in past month,4.5,283,https://www.amazon.in/Floryo-Superior-Sharbati-Grounded-Preservatives/dp/B0BPK19LLC/ref=sr_1_34?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-34,Not Ad,19-05-2025,atta,560064,atta
"Sugar Watchers Low GI 7-Grain Atta | Diabetic Friendly | Clinically Certified Low GI | Dietician Recommended | Goodness of Jowar, Chana & Isabgol | High Protein & High Fibre | Rich in Iron, Magnesium and Calcium | Multigrain atta for entire family | 4 Kg",4 kg,639,676,5.47,Limited time deal,800+ bought in past month,4.1,"1,070",https://www.amazon.in/Sugar-Watchers-7-Grain-Diabetic-Friendly/dp/B07XM5PXRK/ref=sr_1_35?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-35,Not Ad,19-05-2025,atta,560064,atta
"Sugar.fit Active Sugar Control Atta 1Kg, 8-In-1 Multigrain Atta Flours Sharbati Wheat, Soybean, Black Chana, Ragi, Barley, Fenugreek, Flax Seed & Horse Gram",1kg,179,220,18.64,Limited time deal,1K+ bought in past month,4.1,674,https://www.amazon.in/sugar-fit-Control-Cravings-Clinically-Protein/dp/B0CLTWNX1R/ref=sr_1_36?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-36,Not Ad,19-05-2025,atta,560064,atta
"Aashirvaad Shudh Chakki Atta, 1 kg",1 kg,No Price,No Price,0.0,No Deal,600+ bought in past month,4.6,299,https://www.amazon.in/Aashirvaad-Shudh-Chakki-Atta/dp/B00NWGOSES/ref=sr_1_37?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-37,Not Ad,19-05-2025,atta,560064,atta
"Organic Tattva Organic Multigrain Flour, 5 Kg",5 kg,517,625,17.28,No Deal,400+ bought in past month,4.4,404,https://www.amazon.in/ORGANIC-TATTVA-Organic-Multigrain-Flour/dp/B08F5VS641/ref=sr_1_38_f3_0o_fs?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-38,Not Ad,19-05-2025,atta,560064,atta
Floryo 100% Pure Whole Wheat Atta (Mp Lokwan Wheat)|5 Kg Pack|Fine Texture|High Fibre|Stone Grounded|Superior Mp Lokwan Wheat|High Fiber & Protein|Freshly Milled After Order|45-Day Shelf Life,5 kg,329,379,13.19,Limited time deal,200+ bought in past month,4.3,123,https://www.amazon.in/Floryo-Superior-Lokwan-Texture-grounded/dp/B0BW65QR33/ref=sr_1_39?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-39,Not Ad,19-05-2025,atta,560064,atta
"Fortune Chana Besan, 100% Chana Dal 100% Taste, 500 g",500 g,57,85,32.94,No Deal,10K+ bought in past month,4.4,"13,100",https://www.amazon.in/Fortune-Besan-500g/dp/B00E785XFS/ref=sr_1_40_f3_0o_fs?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-40,Not Ad,19-05-2025,atta,560064,atta
Two Brothers Organic Farms - Khapli Wheat Flour (2 kg) | High Dietary Fiber for Easy Digestion | Stoneground Emmer Wheat Flour | Khapli Atta,2 kg,454,499,9.02,No Deal,6K+ bought in past month,4.1,"2,416",https://www.amazon.in/Brothers-Organic-Ancient-Heirloom-Stoneground/dp/B0895X1BYY/ref=sr_1_41?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-41,Not Ad,19-05-2025,atta,560064,atta
"Fortune 100% Chana Dal Besan,1 kg",1 kg,119,169,29.59,No Deal,10K+ bought in past month,4.4,"14,516",https://www.amazon.in/Fortune-Besan-1kg/dp/B015MJI4BU/ref=sr_1_42_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-42,Not Ad,19-05-2025,atta,560064,atta
Lo! Foods - Ultra Low Carb Keto Atta (2 Kg)| Dietitian Recommended Keto Flour | Lab Tested Keto Food Products for Keto Diet,2 kg,999,1199,16.68,No Deal,600+ bought in past month,4.3,"1,654",https://www.amazon.in/Lo-Foods-Tested-Products-Nutritious/dp/B07XQDM8BH/ref=sr_1_43?dib=eyJ2IjoiMSJ9.mAk8VhD3UOuZfr7KUrNMEe6-6jOKvxHhsSr9RzMAZHoVlgpc6aFdol8kFdP2Bve4Uo4GP6E7c1mvG2ozAYqSUl5SXztUX1VT22ku7sIQylq6WDzpXj40Dh-6ymLeNWHLBPEGHeW1lmnz-cDkuxU65bKMpUawMqTCFlOki-qEK1sUrKqNsjhlYiTFEiIDG5e2w3C8MwSd-unPT2C9NPyiMLWaK5WyuKWz4NNzVuC_rT8NvRXkct-rvnDbfOEHXPIPfrR8ArhOwhdUZAjs_q0t0eMc916XnpOX92d0B8lm92g.1AJtPA5q7CcZS-BhCe9DDB0T3Lt9L5Ydb7YT7Sddw3I&dib_tag=se&keywords=atta&qid=1747638762&sr=8-43,Not Ad,19-05-2025,atta,560064,atta
