Title,Grammage,Selling Price,MRP,Discount %,Deal Tags,Quantity Bought,Rating,Reviews,Link,Ad/Not Ad,Date,Search Term,Pincode,Category
"Daawat Dubar, Full Grain, Aged, Aromatic Basmati Rice(Old), 5 Kg",5 kg,655,No Price,0.0,No Deal,100+ bought in past month,4.1,225,https://www.amazon.in/Daawat-Dubar-Basmati-Rice-Old/dp/B00SWKCE1I/ref=sr_1_103_f3_0o_fs?dib=eyJ2IjoiMSJ9.dt7VeWD6WdAKGbmx_bgkGStVHFkFJAfZUyGo3lqIYiNzeDv5hgyNJJigGOpVMSLKQhi2rlpszM5TiUj1VEJ4y27wpjhy58pIUUWmN8E-SlH2ZbVDSU2kpMEfBhCi1Tv-_7r4OUNoehk_4aP8V3BX_-OxhZ7ycOfXbNtMLY7PylkOIUj9BlY-lAMxCYPWsjkz9UVKTrLQu_im_GNXJFOwFvYaECBkMgLB95xPXyvhT46CTSq0JHInvQDWnu-ht3jmjdLkTrENlLGPtK3tINWMjE8Rf1l5GVdbb793XTIlt7Q.S2SGfff2TRCu3-8Jlcth8cqY_QKZfZQHyWq7EL8vtSw&dib_tag=se&keywords=rice&qid=1747380117&sr=8-103,Not Ad,16-05-2025,rice,400076,rice
Zeeba Super 1401 Basmati Rice (Long Grain) 1 kg,1 kg,133,189,29.63,Limited time deal,40+ bought in past month,4.5,5,https://www.amazon.in/Zeeba-Super-1401-Basmati-Grain/dp/B082M5YSVX/ref=sr_1_104?dib=eyJ2IjoiMSJ9.dt7VeWD6WdAKGbmx_bgkGStVHFkFJAfZUyGo3lqIYiNzeDv5hgyNJJigGOpVMSLKQhi2rlpszM5TiUj1VEJ4y27wpjhy58pIUUWmN8E-SlH2ZbVDSU2kpMEfBhCi1Tv-_7r4OUNoehk_4aP8V3BX_-OxhZ7ycOfXbNtMLY7PylkOIUj9BlY-lAMxCYPWsjkz9UVKTrLQu_im_GNXJFOwFvYaECBkMgLB95xPXyvhT46CTSq0JHInvQDWnu-ht3jmjdLkTrENlLGPtK3tINWMjE8Rf1l5GVdbb793XTIlt7Q.S2SGfff2TRCu3-8Jlcth8cqY_QKZfZQHyWq7EL8vtSw&dib_tag=se&keywords=rice&qid=1747380117&sr=8-104,Not Ad,16-05-2025,rice,400076,rice
"GOLDEN GRAIN Classic Basmati Rice 5Kg + Silver Platinum 1Kg Combo | Long Grain 3X With Rich Aroma Naturally Aged & Non-Sticky | Fluffy Basmati Grains | Perfect Authentic Super Basmati Rice, Pulao Rice",5kg,817,1148,28.83,No Deal,30+ bought in past month,4.5,69,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzE3Mjk4Mzg2MTI5ODE4OjE3NDczODAxMTc6c3BfYnRmOjMwMDEwMTQ0NDYxMjUzMjo6MDo6&url=%2FGOLDEN-GRAIN-Naturally-Non-Sticky-Authentic%2Fdp%2FB08F7QNLWW%2Fref%3Dsr_1_105_sspa%3Fdib%3DeyJ2IjoiMSJ9.dt7VeWD6WdAKGbmx_bgkGStVHFkFJAfZUyGo3lqIYiNzeDv5hgyNJJigGOpVMSLKQhi2rlpszM5TiUj1VEJ4y27wpjhy58pIUUWmN8E-SlH2ZbVDSU2kpMEfBhCi1Tv-_7r4OUNoehk_4aP8V3BX_-OxhZ7ycOfXbNtMLY7PylkOIUj9BlY-lAMxCYPWsjkz9UVKTrLQu_im_GNXJFOwFvYaECBkMgLB95xPXyvhT46CTSq0JHInvQDWnu-ht3jmjdLkTrENlLGPtK3tINWMjE8Rf1l5GVdbb793XTIlt7Q.S2SGfff2TRCu3-8Jlcth8cqY_QKZfZQHyWq7EL8vtSw%26dib_tag%3Dse%26keywords%3Drice%26qid%3D1747380117%26sr%3D8-105-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Ad,16-05-2025,rice,400076,rice
GOLDEN GRAIN Premium Basmati Rice 5Kg | Extra Long Grain 3X with Rich Aroma | Traditional Biryani Rice | Naturally Aged & Non-Sticky | Fluffy Basmati Grains | Perfect Authentic Basmati Rice,5kg,755,999,24.42,No Deal,300+ bought in past month,4.1,289,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzE3Mjk4Mzg2MTI5ODE4OjE3NDczODAxMTc6c3BfYnRmOjMwMDEyMTQ5ODAxODQzMjo6MDo6&url=%2FGOLDEN-GRAIN-Traditional-Naturally-Non-Sticky%2Fdp%2FB08F7RF4SW%2Fref%3Dsr_1_106_sspa%3Fdib%3DeyJ2IjoiMSJ9.dt7VeWD6WdAKGbmx_bgkGStVHFkFJAfZUyGo3lqIYiNzeDv5hgyNJJigGOpVMSLKQhi2rlpszM5TiUj1VEJ4y27wpjhy58pIUUWmN8E-SlH2ZbVDSU2kpMEfBhCi1Tv-_7r4OUNoehk_4aP8V3BX_-OxhZ7ycOfXbNtMLY7PylkOIUj9BlY-lAMxCYPWsjkz9UVKTrLQu_im_GNXJFOwFvYaECBkMgLB95xPXyvhT46CTSq0JHInvQDWnu-ht3jmjdLkTrENlLGPtK3tINWMjE8Rf1l5GVdbb793XTIlt7Q.S2SGfff2TRCu3-8Jlcth8cqY_QKZfZQHyWq7EL8vtSw%26dib_tag%3Dse%26keywords%3Drice%26qid%3D1747380117%26sr%3D8-106-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Ad,16-05-2025,rice,400076,rice
GOLDEN GRAIN Premium Basmati Rice 5Kg + Silver Regular Premium 1Kg | Extra Long Grain 3X with Rich Aroma | Traditional Biryani Rice | Naturally Aged & Non-Sticky | Perfect Authentic Basmati Rice,5kg,1011,1281,21.08,No Deal,No data,3.4,18,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzE3Mjk4Mzg2MTI5ODE4OjE3NDczODAxMTc6c3BfYnRmOjMwMDA2Mjg5Nzk3ODgzMjo6MDo6&url=%2FGOLDEN-GRAIN-Traditional-Naturally-Non-Sticky%2Fdp%2FB08F7PDZPC%2Fref%3Dsr_1_107_sspa%3Fdib%3DeyJ2IjoiMSJ9.dt7VeWD6WdAKGbmx_bgkGStVHFkFJAfZUyGo3lqIYiNzeDv5hgyNJJigGOpVMSLKQhi2rlpszM5TiUj1VEJ4y27wpjhy58pIUUWmN8E-SlH2ZbVDSU2kpMEfBhCi1Tv-_7r4OUNoehk_4aP8V3BX_-OxhZ7ycOfXbNtMLY7PylkOIUj9BlY-lAMxCYPWsjkz9UVKTrLQu_im_GNXJFOwFvYaECBkMgLB95xPXyvhT46CTSq0JHInvQDWnu-ht3jmjdLkTrENlLGPtK3tINWMjE8Rf1l5GVdbb793XTIlt7Q.S2SGfff2TRCu3-8Jlcth8cqY_QKZfZQHyWq7EL8vtSw%26dib_tag%3Dse%26keywords%3Drice%26qid%3D1747380117%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Ad,16-05-2025,rice,400076,rice
"sugar.fit Active Sugar Control Atta 5Kg, 8-In-1 Multigrain Atta Flours Sharbati Wheat, Soybean, Black Chana, Ragi, Barley, Fenugreek, Flax Seed & Horse Gram",5kg,799,1000,20.1,No Deal,2K+ bought in past month,4.1,670,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTM1Nzg2NDgxMTQyNDg6MTc0NzM4MDE0MTpzcF9hdGY6MzAwMTQ1ODExNzc1MzMyOjowOjo&url=%2FSugar-Fit-Control-Multigrain-Soybean-Fenugreek%2Fdp%2FB0CLTZH4F1%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747380141%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Ad,16-05-2025,atta,110001,atta
Two Brothers Organic Farms - Khapli Wheat Flour (5kg) | Wheat Flour | High Dietary Fiber for Easy Digestion | Stoneground Emmer Wheat Flour | Khapli Atta,5kg,1139,1199,5.0,No Deal,4K+ bought in past month,4.1,"2,407",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTM1Nzg2NDgxMTQyNDg6MTc0NzM4MDE0MTpzcF9hdGY6MzAwMjc1NzU4NjUyMDMyOjowOjo&url=%2FBrothers-Organic-Ancient-Heirloom-Stoneground%2Fdp%2FB0895WH7H6%2Fref%3Dsr_1_2_f3_0o_fs_sspa%3Fdib%3DeyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747380141%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Ad,16-05-2025,atta,110001,atta
TRIVAA ORGANICS 100% Whole Wheat Atta - (Premium MP Sharbati) | 1 KG Pack | Freshly Milled After Order | Hand Picked Grains | Low temperature Griding | High Fiber | High Protein | Fine Texture | 0% Maida | No Preservatives | 90-Days Shelf Life | Chemical & Pesticide Free,1 kg,89,No Price,0.0,No Deal,No data,No Rating,No Reviews,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTM1Nzg2NDgxMTQyNDg6MTc0NzM4MDE0MTpzcF9hdGY6MzAwNTYwMjgxMzkzNjMyOjowOjo&url=%2FTRIVAA-ORGANICS-100-Whole-Wheat%2Fdp%2FB0F1MR37PR%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747380141%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Ad,16-05-2025,atta,110001,atta
"Opulence Keto atta | LAB TESTED| NO PRESERVATIVES | 2g CARB PER CHAPATI |Gluten Free | Protein-Rich, Fiber-Rich | Premium Blend with Almond Flour, Coconut Flour, Pumpkin Seeds, Sunflower Seeds | Ideal for Keto Diet and Manage weight | 3kg ( 3 X 1kg )",2g,1545,1995,22.56,"Opulence Keto atta | LAB TESTED| NO PRESERVATIVES | 2g CARB PER CHAPATI |Gluten Free | Protein-Rich, Fiber-Rich | Premium Blend with Almond Flour, Coconut Flour, Pumpkin Seeds, Sunflower Seeds | Ideal for Keto Diet and Manage weight | 3kg ( 3 X 1kg )",No data,4.7,5,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTM1Nzg2NDgxMTQyNDg6MTc0NzM4MDE0MTpzcF9hdGY6MzAwNTI0NTQ0MzQ3ODMyOjowOjo&url=%2FProtein-Rich-Fiber-Rich-Gluten-Free-Sunflower-Low-Carb%2Fdp%2FB0CG7HMJSH%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747380141%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Ad,16-05-2025,atta,110001,atta
"Aashirvaad Superior MP Atta, 10kg, 100% Whole Wheat Flour, 0% Maida",10kg,533,606,12.05,No Deal,8K+ bought in past month,4.4,"25,828",https://www.amazon.in/Aashirvaad-Atta-Superior-10kg-Bag/dp/B075757RDZ/ref=sr_1_5_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-5,Not Ad,16-05-2025,atta,110001,atta
"Fortune Chakki Fresh Atta, 5 kg, 100% Atta 0% Maida",5 kg,277,No Price,0.0,No Deal,10K+ bought in past month,4.4,"16,200",https://www.amazon.in/Fortune-Chakki-Fresh-Atta-5kg/dp/B07CBKR1L7/ref=sr_1_6_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-6,Not Ad,16-05-2025,atta,110001,atta
"Fortune Chakki Fresh Atta, 10 kg, 100% Atta 0% Maida",10 kg,458,530,13.58,No Deal,10K+ bought in past month,4.3,"17,301",https://www.amazon.in/Fortune-Chakki-Fresh-Atta-10kg/dp/B07DCPKZHZ/ref=sr_1_7_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-7,Not Ad,16-05-2025,atta,110001,atta
"Aashirvaad Select Sharbati Atta, 5 kg, Premium 100% MP Sharbati Wheat Atta for softer rotis",5 kg,299,373,19.84,No Deal,20K+ bought in past month,4.5,"16,888",https://www.amazon.in/Aashirvaad-Select-Superior-Sharbati-Atta/dp/B00HUJQIZK/ref=sr_1_8_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-8,Not Ad,16-05-2025,atta,110001,atta
Pillsbury Chakki Fresh Whole Wheat Atta | 100% Wheat Atta| Upto 6 hours of Softness| 5kg,5kg,246,300,18.0,No Deal,6K+ bought in past month,4.3,"6,956",https://www.amazon.in/Pillsbury-Chakki-Fresh-Atta-5kg/dp/B00AK8J4QS/ref=sr_1_9_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-9,Not Ad,16-05-2025,atta,110001,atta
"Aashirvaad Atta with Multigrains, 5kg pack, The High Fibre Atta",5kg,324,386,16.06,No Deal,10K+ bought in past month,4.4,"16,588",https://www.amazon.in/Aashirvaad-Atta-Multigrains-5-kg/dp/B009BA7S8M/ref=sr_1_10_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-10,Not Ad,16-05-2025,atta,110001,atta
"Fortune Chakki Fresh Atta, 1kg",1kg,60,No Price,0.0,No Deal,6K+ bought in past month,4.3,"5,162",https://www.amazon.in/Fortune-Chakki-Fresh-Atta-10kg/dp/B0821WLJVF/ref=sr_1_11_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-11,Not Ad,16-05-2025,atta,110001,atta
"Aashirvaad Select Premium Sharbati Atta for Vegetarian, 10kg",10kg,666,754,11.67,No Deal,3K+ bought in past month,4.5,"6,713",https://www.amazon.in/Aashirvaad-Select-Atta-10-kg/dp/B00XJELL5C/ref=sr_1_12_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-12,Not Ad,16-05-2025,atta,110001,atta
Fortune Premium Sharbati Atta 5Kg,5kg,286,355,19.44,No Deal,3K+ bought in past month,4.4,303,https://www.amazon.in/Fortune-Premium-Sharbati-Atta-5Kg/dp/B0CZTVMBBH/ref=sr_1_13_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-13,Not Ad,16-05-2025,atta,110001,atta
"Aashirvaad Atta with Multigrains, 10kg pack | High Fibre & High Protein Multigrain Atta | 6 Natural Grains",10kg,644,763,15.6,No Deal,2K+ bought in past month,4.4,"15,966",https://www.amazon.in/Aashirvaad-Atta-Multigrains-Bag-10000/dp/B08J4VQZDZ/ref=sr_1_14_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-14,Not Ad,16-05-2025,atta,110001,atta
"Nature's Superfoods Aashirvaad Organic Atta, 5kg",5kg,355,404,12.13,No Deal,3K+ bought in past month,4.4,"5,607",https://www.amazon.in/Natures-Superfoods-Aashirvaad-Organic-Atta/dp/B08HK2V1YD/ref=sr_1_15_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-15,Not Ad,16-05-2025,atta,110001,atta
Pillsbury Gold Madhya Pradesh Sharbati Whole Wheat Atta | Upto 12 hours of Softness| 5kg,5kg,406,No Price,0.0,No Deal,900+ bought in past month,4.2,"1,002",https://www.amazon.in/Pillsbury-Sharbati-Madhya-Pradesh-Softness/dp/B09QCQ4TW6/ref=sr_1_16_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-16,Not Ad,16-05-2025,atta,110001,atta
Pillsbury Multigrain Wheat Atta | 100% Wholegrain Atta | Upto 6 hours of Softness| 7 Natural Grains | 5Kg,5kg,321,386,16.84,No Deal,2K+ bought in past month,4.3,"4,808",https://www.amazon.in/Pillsbury-Multi-Grain-Atta-5kg/dp/B00S0MVV62/ref=sr_1_17_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lrovUmY6sDrOu8UcDmpFTB0JX8MJNIc7iS6uFvm2xEWfY-qq0BKmCjs9iTRFLTRWCA.16lUDjnLENi2JXZTOrhHrA9zANh5t_dxiy1DziCnHu0&dib_tag=se&keywords=atta&qid=1747380141&sr=8-17,Not Ad,16-05-2025,atta,110001,atta
